degree,specialization,cgpa,academic_performance,Python,Java,C_CPP,SQL,HTML_CSS,JavaScript,Excel,Power_BI,Statistics,Machine_Learning,Deep_Learning,Cloud_Computing,Networking,Cybersecurity,Git_GitHub,Communication,Problem_Solving,Teamwork,Leadership,Analytical_Thinking,interests,career_label
B.Sc Information Technology,Cloud & Security,6.83,Second Class,4,2,3,3,1,3,1,1,1,2,0,2,0,2,3,2,4,4,3,3,Software Development; Cybersecurity; Machine Learning,Software Developer
B.Sc Information Technology,Software Engineering,6.67,Second Class,5,3,2,5,1,3,2,2,2,5,5,3,2,1,4,4,5,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Cybersecurity,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,5.5,Pass,2,2,0,5,2,1,3,0,2,0,0,3,3,3,4,2,4,3,2,4,Database Management; Artificial Intelligence,Database Administrator
B.Sc Information Technology,Information Technology,6.77,Second Class,1,2,1,1,1,2,1,0,2,2,0,5,4,3,4,2,3,4,3,4,Cloud Computing; Data Science,Cloud Engineer
B.Sc Information Technology,Software Engineering,7.77,First Class,3,2,3,2,1,3,0,1,3,0,0,2,4,4,3,3,5,4,2,5,Cybersecurity; Cloud Computing; Machine Learning,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,8.03,First Class,5,2,2,3,1,1,2,2,5,4,3,4,1,1,4,5,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Information Technology,Data Science,8.43,First Class,3,2,4,4,1,1,1,2,5,5,3,4,3,2,5,3,4,3,2,5,Machine Learning; Artificial Intelligence; Data Science; Web Development,Machine Learning Engineer
B.Sc Information Technology,Data Science,7.86,First Class,4,1,0,4,0,0,2,4,4,1,0,2,1,0,2,4,3,2,2,5,Data Analysis; Database Management; Software Development,Data Analyst
BCA,Data Science,8.98,Distinction,5,3,3,3,1,2,2,3,5,5,5,4,2,1,4,3,5,5,3,5,Machine Learning; Artificial Intelligence; Data Science; Web Development,Machine Learning Engineer
B.Sc Information Technology,Cloud & Security,6.06,Second Class,1,1,0,5,0,1,2,3,4,2,0,3,1,2,3,4,5,3,1,5,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Cloud & Security,7.11,First Class,4,5,5,2,1,3,1,1,0,0,0,1,3,0,3,4,5,4,2,4,Software Development; Cloud Computing,Software Developer
B.Sc Information Technology,Information Technology,8.25,First Class,3,2,1,2,0,0,1,1,2,1,0,5,4,3,4,3,3,4,3,4,Cloud Computing; Machine Learning,Cloud Engineer
B.Sc Information Technology,Software Engineering,6.99,Second Class,3,1,2,2,0,3,0,1,1,1,1,5,4,4,4,2,4,4,2,4,Cloud Computing; Machine Learning; Software Development,Cloud Engineer
B.Sc Information Technology,Web Technologies,7.77,First Class,2,2,1,5,1,1,3,3,3,0,0,3,3,3,1,4,3,3,4,3,Database Management; Machine Learning,Database Administrator
B.Sc Information Technology,Software Engineering,7.45,First Class,4,2,0,4,1,2,2,3,4,5,5,3,1,2,4,4,5,3,2,5,Data Science; Artificial Intelligence; Machine Learning; Data Analysis,Data Scientist
B.Sc Information Technology,Data Science,7.06,First Class,1,2,3,4,0,2,0,0,2,0,0,3,4,5,1,4,4,2,3,5,Cybersecurity; Cloud Computing; Web Development; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,6.76,Second Class,5,4,4,3,1,3,1,1,2,1,0,1,3,3,4,4,5,4,3,3,Software Development; Data Analysis; Cybersecurity,Software Developer
B.Sc Information Technology,Cloud & Security,7.34,First Class,3,0,3,3,1,1,1,0,2,1,0,1,5,3,2,3,5,2,2,5,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,7.66,First Class,3,4,3,4,2,3,1,1,1,1,0,1,2,1,4,3,5,4,3,4,Software Development; Data Science,Software Developer
B.Sc Information Technology,Web Technologies,7.7,First Class,2,3,0,5,1,0,3,2,2,0,0,2,3,3,2,3,4,3,3,4,Database Management,Database Administrator
B.Sc Computer Science,Cloud & Security,6.57,Second Class,3,3,3,3,2,4,1,1,2,2,0,2,2,2,4,2,4,4,3,3,Software Development; Data Analysis,Software Developer
B.Sc Information Technology,Software Engineering,8.14,First Class,3,1,0,5,1,1,3,4,2,2,1,2,0,0,2,3,3,3,2,5,Data Analysis; Database Management; Cloud Computing; Machine Learning,Data Analyst
B.Sc Computer Science,Web Technologies,6.95,Second Class,3,0,0,2,1,1,4,4,4,2,0,2,0,0,2,4,4,3,2,5,Data Analysis; Database Management; Machine Learning,Data Analyst
B.Sc Information Technology,Cloud & Security,6.84,Second Class,2,2,3,2,2,4,1,0,2,1,0,2,3,2,4,2,5,4,3,4,Software Development; Database Management,Software Developer
B.Sc Computer Science,Information Technology,7.0,First Class,4,3,2,2,1,2,2,2,4,5,5,2,3,2,4,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Computer Science,Cloud & Security,8.64,Distinction,3,1,2,3,5,5,1,1,1,0,0,0,3,1,4,3,4,4,3,3,Web Development; Software Development; Artificial Intelligence,Web Developer
B.Sc Information Technology,Data Science,6.78,Second Class,2,2,1,5,0,1,3,2,1,1,1,4,3,3,3,2,4,2,3,5,Database Management; Data Science; Data Analysis,Database Administrator
B.Sc Information Technology,Information Technology,8.15,First Class,3,2,2,2,0,2,1,1,1,1,1,5,5,3,5,2,5,3,3,3,Cloud Computing; Machine Learning,Cloud Engineer
B.Sc Information Technology,Data Science,6.08,Second Class,3,2,1,2,1,2,1,0,1,1,0,5,3,2,4,4,4,3,3,4,Cloud Computing; Web Development; Cybersecurity,Cloud Engineer
B.Sc Information Technology,Data Science,7.2,First Class,3,2,0,4,1,1,3,2,2,0,0,3,3,3,3,2,4,3,3,3,Database Management,Database Administrator
B.Sc Information Technology,Software Engineering,5.89,Pass,2,2,1,4,1,1,3,2,2,0,1,3,1,3,4,3,4,2,3,4,Database Management; Cloud Computing,Database Administrator
B.Sc Information Technology,Web Technologies,7.87,First Class,4,2,0,4,1,1,3,3,4,5,4,3,1,2,4,4,4,3,3,4,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Information Technology,Web Technologies,7.75,First Class,4,2,0,3,5,5,0,2,0,0,0,2,1,0,4,3,3,4,2,2,Web Development; Software Development; Data Analysis,Web Developer
B.Sc Information Technology,Web Technologies,8.09,First Class,4,1,3,4,1,2,0,2,5,5,3,5,2,2,4,3,5,4,3,4,Machine Learning; Artificial Intelligence; Data Science; Database Management,Machine Learning Engineer
B.Sc Information Technology,Information Technology,6.91,Second Class,1,0,0,4,1,1,4,4,3,1,0,2,0,1,1,4,4,3,3,5,Data Analysis; Database Management; Machine Learning; Cybersecurity,Data Analyst
B.Sc Information Technology,Software Engineering,6.22,Second Class,0,2,0,5,2,2,2,2,2,2,0,1,3,3,3,3,4,3,4,5,Database Management; Data Analysis,Database Administrator
B.Sc Computer Science,Cloud & Security,8.02,First Class,2,1,0,4,1,2,5,4,4,2,0,2,0,1,2,4,5,4,2,5,Data Analysis; Database Management; Artificial Intelligence; Web Development,Data Analyst
B.Sc Information Technology,Web Technologies,7.81,First Class,2,1,1,3,4,5,0,2,1,1,0,2,1,0,4,4,4,4,2,2,Web Development; Software Development; Artificial Intelligence; Cloud Computing,Web Developer
B.Sc Information Technology,Cloud & Security,9.26,Distinction,5,1,3,5,2,2,1,3,4,4,5,5,1,3,5,2,5,5,2,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
B.Sc Computer Science,Information Technology,9.07,Distinction,4,1,1,4,2,2,0,0,2,2,0,3,4,5,2,2,4,3,2,5,Cybersecurity; Cloud Computing; Web Development; Data Science,Cybersecurity Analyst
B.Sc Computer Science,Information Technology,6.8,Second Class,2,2,1,1,4,5,0,0,1,1,0,3,2,2,4,3,3,4,2,3,Web Development; Software Development; Database Management; Cloud Computing,Web Developer
B.Sc Information Technology,Software Engineering,9.16,Distinction,5,1,1,5,1,1,3,2,5,5,5,2,1,1,5,3,4,3,4,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
BCA,Cloud & Security,8.17,First Class,5,3,1,4,0,1,3,3,5,4,3,1,0,1,2,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Information Technology,Software Engineering,7.9,First Class,3,1,0,4,1,0,4,4,2,2,1,1,1,0,2,4,4,4,3,5,Data Analysis; Database Management; Web Development,Data Analyst
B.Sc Information Technology,Web Technologies,7.9,First Class,2,2,0,2,1,2,1,0,2,1,0,4,3,3,4,2,5,3,3,3,Cloud Computing; Data Science,Cloud Engineer
B.Sc Information Technology,Information Technology,7.92,First Class,4,2,1,4,0,1,1,3,5,4,4,1,1,1,3,3,5,2,2,5,Data Science; Artificial Intelligence; Machine Learning; Data Analysis,Data Scientist
B.Sc Information Technology,Software Engineering,8.27,First Class,2,2,1,5,1,2,2,3,2,0,0,3,3,3,3,3,4,3,3,4,Database Management; Software Development,Database Administrator
BCA,Information Technology,6.72,Second Class,4,3,1,3,1,2,3,3,5,5,3,4,2,1,4,4,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
B.Sc Information Technology,Data Science,5.5,Pass,2,3,1,2,5,4,1,1,1,1,0,2,2,2,3,3,4,4,2,3,Web Development; Software Development; Data Analysis; Cloud Computing,Web Developer
B.Sc Information Technology,Cloud & Security,6.55,Second Class,3,5,5,1,1,2,0,2,2,1,1,2,2,2,4,3,4,4,2,3,Software Development; Cybersecurity,Software Developer
B.Sc Information Technology,Software Engineering,8.04,First Class,5,1,1,3,1,0,3,2,5,5,3,3,0,1,3,4,5,4,3,5,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
B.Sc Information Technology,Information Technology,7.59,First Class,3,1,0,4,1,1,4,2,3,2,0,2,1,1,1,4,4,3,2,5,Data Analysis; Database Management; Software Development,Data Analyst
B.Sc Information Technology,Information Technology,7.31,First Class,5,2,0,3,2,0,2,4,5,4,2,1,0,2,4,4,5,3,2,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity; Cloud Computing,Data Scientist
B.Sc Information Technology,Information Technology,7.56,First Class,3,4,4,2,2,3,1,1,0,1,0,2,2,1,4,2,5,4,3,5,Software Development; Data Science; Cloud Computing,Software Developer
BCA,Web Technologies,7.91,First Class,3,2,2,3,3,5,2,1,1,1,0,1,2,3,2,3,3,4,2,3,Web Development; Software Development,Web Developer
B.Sc Computer Science,Web Technologies,6.83,Second Class,4,3,5,4,3,1,2,2,3,1,0,1,3,0,4,4,5,3,4,5,Software Development,Software Developer
B.Sc Information Technology,Software Engineering,7.74,First Class,5,3,3,3,0,2,3,2,5,5,5,4,2,3,3,2,5,3,2,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
BCA,Cloud & Security,7.21,First Class,1,2,2,5,1,0,3,1,2,1,0,4,3,3,2,4,3,4,3,3,Database Management; Machine Learning; Web Development,Database Administrator
B.Sc Information Technology,Information Technology,7.64,First Class,2,3,1,5,1,2,3,2,2,1,0,3,3,3,4,4,4,4,4,4,Database Management; Cloud Computing; Data Science,Database Administrator
B.Sc Information Technology,Data Science,7.58,First Class,4,2,1,2,2,2,1,1,1,1,0,5,4,3,4,2,4,3,4,4,Cloud Computing; Web Development; Database Management,Cloud Engineer
B.Sc Information Technology,Data Science,7.97,First Class,2,1,1,5,1,1,4,2,2,2,0,3,3,3,3,2,4,2,2,4,Database Management; Cloud Computing; Data Science,Database Administrator
B.Sc Information Technology,Software Engineering,7.12,First Class,4,2,2,3,0,2,2,2,5,5,5,5,1,2,4,3,4,5,2,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Database Management,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,7.43,First Class,4,2,1,5,1,0,2,2,5,5,2,3,0,1,4,4,5,4,3,5,Data Science; Artificial Intelligence; Machine Learning; Software Development,Data Scientist
B.Sc Information Technology,Cloud & Security,9.87,Distinction,4,2,0,3,1,1,4,3,5,5,5,3,0,0,4,4,4,3,2,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Web Technologies,7.54,First Class,3,0,2,2,4,5,2,1,0,1,0,2,1,2,5,3,3,5,2,4,Web Development; Software Development,Web Developer
B.Sc Information Technology,Data Science,7.99,First Class,3,3,3,3,2,3,0,0,3,1,1,3,5,5,2,3,5,3,3,5,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
B.Sc Information Technology,Cloud & Security,8.12,First Class,3,2,1,4,1,1,3,3,4,5,4,2,0,1,4,3,5,3,2,5,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
B.Sc Information Technology,Software Engineering,6.79,Second Class,5,4,4,3,3,3,2,1,1,1,0,2,2,2,4,2,5,5,3,4,Software Development; Cybersecurity,Software Developer
B.Sc Information Technology,Web Technologies,5.89,Pass,4,3,1,3,0,2,1,1,0,1,0,4,4,3,4,3,3,4,2,5,Cloud Computing; Software Development,Cloud Engineer
B.Sc Information Technology,Software Engineering,7.79,First Class,3,2,4,4,1,0,1,1,2,0,0,1,5,5,2,3,4,4,4,5,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
B.Sc Information Technology,Data Science,5.5,Pass,3,2,1,2,1,2,1,1,0,1,0,5,4,2,4,3,4,4,3,4,Cloud Computing; Machine Learning; Data Science,Cloud Engineer
B.Sc Information Technology,Information Technology,6.64,Second Class,1,1,0,5,2,0,2,2,2,2,0,4,4,4,2,3,5,4,3,4,Database Management; Artificial Intelligence,Database Administrator
B.Sc Information Technology,Data Science,5.87,Pass,3,4,4,3,2,3,2,2,2,1,0,3,2,1,4,2,5,4,3,3,Software Development; Data Science; Data Analysis,Software Developer
B.Sc Information Technology,Software Engineering,7.76,First Class,3,2,0,2,1,2,1,1,1,0,0,5,4,3,2,2,3,5,3,5,Cloud Computing; Machine Learning; Artificial Intelligence,Cloud Engineer
B.Sc Information Technology,Web Technologies,6.96,Second Class,3,3,3,2,2,3,2,1,2,1,0,2,0,0,3,2,5,4,4,5,Software Development; Web Development; Data Analysis,Software Developer
B.Sc Information Technology,Software Engineering,9.5,Distinction,3,2,1,3,5,4,1,1,1,0,1,2,2,2,3,3,4,5,1,4,Web Development; Software Development; Machine Learning; Data Analysis,Web Developer
B.Sc Information Technology,Data Science,8.44,First Class,4,3,1,4,0,2,2,2,4,5,4,2,3,2,4,2,4,5,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Cloud Computing,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,8.21,First Class,4,1,0,4,1,1,2,3,4,1,0,2,1,0,1,5,5,3,2,5,Data Analysis; Database Management; Data Science,Data Analyst
B.Sc Information Technology,Data Science,8.14,First Class,5,4,4,3,0,2,1,2,3,5,4,4,2,3,5,3,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Web Technologies,8.83,Distinction,3,2,1,3,5,4,0,0,1,1,0,2,2,2,2,2,4,4,2,3,Web Development; Software Development; Database Management,Web Developer
B.Sc Information Technology,Software Engineering,8.03,First Class,5,3,3,4,1,2,2,2,4,5,5,4,2,1,3,2,5,3,3,4,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,5.62,Pass,2,2,1,5,0,1,4,1,2,1,0,2,4,3,3,3,4,3,3,4,Database Management; Artificial Intelligence,Database Administrator
B.Sc Information Technology,Data Science,8.36,First Class,5,3,3,4,2,3,1,0,2,1,0,1,3,2,4,4,5,4,4,4,Software Development; Cloud Computing,Software Developer
B.Sc Computer Science,Data Science,8.26,First Class,1,2,1,4,0,0,2,0,2,1,1,2,3,3,4,3,4,4,3,3,Database Management; Artificial Intelligence,Database Administrator
B.Sc Information Technology,Cloud & Security,7.66,First Class,5,1,1,4,2,1,3,3,5,4,4,3,0,2,4,5,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing; Cybersecurity,Data Scientist
B.Sc Computer Science,Information Technology,7.73,First Class,3,3,0,2,0,2,0,2,1,0,0,5,3,2,4,2,4,4,3,4,Cloud Computing; Cybersecurity; Data Analysis,Cloud Engineer
B.Sc Information Technology,Information Technology,7.1,First Class,3,2,2,3,2,2,0,0,1,1,0,4,4,3,4,3,5,4,3,4,Cloud Computing; Software Development,Cloud Engineer
B.Sc Computer Science,Cloud & Security,8.22,First Class,3,2,1,3,5,5,1,0,1,1,0,2,1,1,5,3,4,4,2,3,Web Development; Software Development; Database Management,Web Developer
B.Sc Computer Science,Information Technology,7.7,First Class,3,4,4,1,2,3,0,1,1,1,0,2,2,2,2,4,5,3,4,4,Software Development; Cybersecurity,Software Developer
B.Sc Information Technology,Web Technologies,8.14,First Class,2,2,3,4,2,2,1,1,2,0,0,3,5,5,3,4,4,2,2,5,Cybersecurity; Cloud Computing; Artificial Intelligence,Cybersecurity Analyst
BCA,Information Technology,5.92,Pass,3,2,0,3,5,4,2,1,1,0,0,3,2,0,4,2,4,4,3,3,Web Development; Software Development,Web Developer
B.Sc Information Technology,Web Technologies,7.71,First Class,3,1,2,4,0,3,1,0,2,0,0,3,5,5,2,2,5,3,3,5,Cybersecurity; Cloud Computing; Software Development; Data Science,Cybersecurity Analyst
B.Sc Information Technology,Information Technology,8.1,First Class,2,2,2,2,2,1,1,1,2,1,1,3,5,5,3,3,5,3,4,4,Cybersecurity; Cloud Computing; Web Development; Software Development,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,8.62,Distinction,5,3,3,5,1,1,3,2,4,4,4,4,2,2,4,3,5,4,4,4,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing; Software Development,Machine Learning Engineer
B.Sc Information Technology,Software Engineering,6.42,Second Class,2,1,3,1,2,3,0,1,2,1,0,1,5,5,2,4,5,3,3,5,Cybersecurity; Cloud Computing; Machine Learning,Cybersecurity Analyst
B.Sc Computer Science,Information Technology,6.62,Second Class,3,2,1,3,1,2,1,0,0,0,0,5,4,4,4,4,4,4,3,5,Cloud Computing; Data Science; Data Analysis,Cloud Engineer
B.Sc Information Technology,Cloud & Security,7.17,First Class,3,2,1,3,5,5,1,1,1,1,0,2,2,2,4,4,4,5,1,3,Web Development; Software Development; Cloud Computing,Web Developer
B.Sc Information Technology,Information Technology,6.66,Second Class,4,0,0,5,1,2,2,4,4,5,4,3,1,0,3,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
B.Sc Information Technology,Cloud & Security,6.28,Second Class,3,2,0,4,1,1,4,4,4,1,0,2,1,0,1,4,4,3,3,5,Data Analysis; Database Management; Software Development,Data Analyst
B.Sc Information Technology,Web Technologies,6.75,Second Class,3,0,0,5,0,0,2,5,4,2,0,1,1,1,1,4,5,2,2,5,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Information Technology,7.46,First Class,2,1,1,5,0,1,2,1,2,1,0,3,2,1,2,2,3,4,3,3,Database Management,Database Administrator
B.Sc Information Technology,Data Science,6.65,Second Class,2,5,4,3,2,3,1,1,2,1,1,1,2,1,4,3,5,3,2,4,Software Development; Cybersecurity,Software Developer
B.Sc Information Technology,Web Technologies,6.73,Second Class,4,2,2,2,2,3,1,0,1,2,1,4,4,3,4,4,5,5,2,3,Cloud Computing,Cloud Engineer
B.Sc Information Technology,Data Science,7.01,First Class,1,0,0,2,0,1,4,5,4,2,0,2,1,0,2,4,4,3,2,5,Data Analysis; Database Management; Cybersecurity; Web Development,Data Analyst
B.Sc Information Technology,Software Engineering,7.11,First Class,3,0,1,2,1,1,1,2,0,1,0,4,4,3,4,4,5,5,3,4,Cloud Computing; Database Management,Cloud Engineer
B.Sc Information Technology,Data Science,6.58,Second Class,4,4,4,4,1,3,1,1,0,1,0,1,0,2,4,4,4,4,3,4,Software Development; Database Management; Cybersecurity,Software Developer
B.Sc Information Technology,Web Technologies,9.06,Distinction,3,3,3,2,1,2,2,2,4,3,5,3,2,2,3,3,4,4,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
B.Sc Information Technology,Data Science,6.06,Second Class,3,1,1,5,1,1,4,3,2,0,0,2,3,4,3,3,4,3,3,4,Database Management; Data Analysis,Database Administrator
B.Sc Information Technology,Information Technology,6.55,Second Class,3,0,0,3,1,1,4,2,3,2,0,0,0,2,2,4,4,3,2,5,Data Analysis; Database Management,Data Analyst
B.Sc Information Technology,Data Science,7.82,First Class,2,1,2,3,2,2,1,1,2,0,0,3,5,5,3,4,5,3,4,5,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
B.Sc Information Technology,Web Technologies,7.82,First Class,5,2,3,2,1,2,3,2,4,5,5,4,1,2,4,2,5,4,2,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
BCA,Information Technology,7.5,First Class,5,2,1,3,1,1,2,3,5,5,3,4,1,1,3,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Data Analysis; Web Development,Data Scientist
